raw_name,taxon_name,level_1,indicator
cf. Carpinus,cf_carpinus,Carpinus betulus,FALSE
cf. Cedrus,cf_cedrus,Cedrus,FALSE
cf. Centaurea nigra-type,cf_centaurea_nigra_type,Centaurea,FALSE
cf. Chrysanthemum,cf_chrysanthemum,Matricaria-type,FALSE
cf. Chrysosplenium,cf_chrysosplenium,Chrysosplenium,FALSE
cf. Cirsium,cf_cirsium,Cirsium,FALSE
cf. Cyperaceae-type,cf_cyperaceae_type,Cyperaceae,FALSE
cf. Daphne,cf_daphne,Daphne,FALSE
cf. Digitalis,cf_digitalis,Digitalis,FALSE
cf. Dryas,cf_dryas,Dryas octopetala,FALSE
cf. Empetrum,cf_empetrum,Ericales (tetrads),FALSE
cf. Ephedra fragilis,cf_ephedra_fragilis,Ephedra,FALSE
cf. Epilobium,cf_epilobium,Onagraceae,FALSE
cf. Filipendula,cf_filipendula,Filipendula,FALSE
cf. Frangula,cf_frangula,Frangula alnus,FALSE
cf. Frangula alnus,cf_frangula_alnus,Frangula alnus,FALSE
cf. Galeopsis,cf_galeopsis,Galeopsis-type,FALSE
cf. Gentiana pneumonanthe,cf_gentiana_pneumonanthe,Gentianaceae,FALSE
cf. Gentianaceae,cf_gentianaceae,Gentianaceae,FALSE
cf. Gentianella campestris,cf_gentianella_campestris,Gentianaceae,FALSE
cf. Geranium,cf_geranium,Geranium,FALSE
cf. Geum,cf_geum,Geum-type,FALSE
cf. Helianthemum,cf_helianthemum,Helianthemum,FALSE
cf. Herniaria,cf_herniaria,Herniaria,FALSE
cf. Hippophae,cf_hippophae,Hippophae rhamnoides,FALSE
cf. Hippophae rhamnoides,cf_hippophae_rhamnoides,Hippophae rhamnoides,FALSE
cf. Hordeum,cf_hordeum,Cerealia-type,TRUE
cf. Humulus,cf_humulus,Cannabis/Humulus,FALSE
cf. Humulus lupulus,cf_humulus_lupulus,Cannabis/Humulus,FALSE
cf. Hypericum,cf_hypericum,Hypericum,FALSE
cf. Ilex,cf_ilex,Ilex,FALSE
cf. Juncus,cf_juncus,Juncaceae,FALSE
cf. Juniperus,cf_juniperus,Juniperus communis-type,FALSE
cf. Larix,cf_larix,Larix/Pseudotsuga,FALSE
cf. Limosella aquatica,cf_limosella_aquatica,delete,FALSE
cf. Littorella,cf_littorella,delete,FALSE
cf. Lobelia,cf_lobelia,Lobelia,FALSE
cf. Lotus,cf_lotus,Lotus-type,FALSE
cf. Lycopsis arvensis,cf_lycopsis_arvensis,Anchusa arvensis-type,FALSE
cf. Maianthemum,cf_maianthemum,Maianthemum/Paris,FALSE
cf. Melampyrum,cf_melampyrum,Melampyrum,FALSE
cf. Mercurialis,cf_mercurialis,Mercurialis,FALSE
cf. Montia,cf_montia,Montia,FALSE
cf. Myrica,cf_myrica,Corylus/Myrica,FALSE
cf. Myricaria germanica,cf_myricaria_germanica,Myricaria germanica,FALSE
cf. Myrtus,cf_myrtus,Myrtus communis,FALSE
cf. Odontites,cf_odontites,Odontites-type,FALSE
cf. Olea,cf_olea,Olea europaea,FALSE
cf. Oxyria,cf_oxyria,Oxyria digyna,FALSE
cf. Oxyria digyna,cf_oxyria_digyna,Oxyria digyna,FALSE
cf. Oxytropis,cf_oxytropis,Astragalus-type,FALSE
cf. Papaver,cf_papaver,Papaver,FALSE
cf. Pedicularis,cf_pedicularis,Pedicularis,FALSE
cf. Persicaria amphibia,cf_persicaria_amphibia,Polygonum amphibium,FALSE
cf. Peucedanum,cf_peucedanum,Apiaceae,FALSE
cf. Platanus,cf_platanus,Platanus,FALSE
cf. Polemonium,cf_polemonium,Polemonium,FALSE
cf. Polygonum,cf_polygonum,Polygonum-type (tricolporate),FALSE
cf. Populus,cf_populus,Populus,FALSE
cf. Primula,cf_primula,Primula,FALSE
cf. Prunus,cf_prunus,Rosaceae (non-operculate),FALSE
cf. Pterocarya,cf_pterocarya,Pterocarya,FALSE
cf. Rhamnus,cf_rhamnus,Rhamnus-type,FALSE
cf. Rhinanthus,cf_rhinanthus,Rhinanthus-type,FALSE
cf. Rubus idaeus,cf_rubus_idaeus,Rosaceae (non-operculate),FALSE
cf. Ruta,cf_ruta,Ruta,FALSE
cf. Sagina,cf_sagina,Caryophyllaceae (periporate excl. Paronychioideae),FALSE
cf. Salix herbacea,cf_salix_herbacea,Salix,FALSE
cf. Sambucus nigra,cf_sambucus_nigra,Sambucus nigra/S. racemosa,FALSE
cf. Sambucus racemosa,cf_sambucus_racemosa,Sambucus nigra/S. racemosa,FALSE
cf. Saxifraga granulata,cf_saxifraga_granulata,Saxifraga granulata-type,FALSE
cf. Saxifraga oppositifolia,cf_saxifraga_oppositifolia,Saxifraga oppositifolia-type,FALSE
cf. Saxifraga oppositifolia-type,cf_saxifraga_oppositifolia_type,Saxifraga oppositifolia-type,FALSE
cf. Saxifraga stellaris-type,cf_saxifraga_stellaris_type,Saxifraga stellaris-type,FALSE
cf. Scutellaria,cf_scutellaria,Scutellaria-type,FALSE
cf. Secale,cf_secale,Cerealia-type,TRUE
cf. Sedum-type,cf_sedum_type,Sedum-type,FALSE
cf. Sorbus,cf_sorbus,Rosaceae (non-operculate),FALSE
cf. Sorbus aucuparia,cf_sorbus_aucuparia,Rosaceae (non-operculate),FALSE
cf. Stellaria,cf_stellaria,Caryophyllaceae (periporate excl. Paronychioideae),FALSE
cf. Succisa,cf_succisa,Succisa-type,FALSE
cf. Taraxacum,cf_taraxacum,Compositae subfam. Cichorioideae,FALSE
cf. Taxus,cf_taxus,Taxus baccata,FALSE
cf. Thalictrum,cf_thalictrum,Thalictrum,FALSE
cf. Tofieldia,cf_tofieldia,Tofieldia,FALSE
cf. Triticum,cf_triticum,Cerealia-type,TRUE
cf. Triticum turgidum subsp. dicoccon,cf_triticum_turgidum_subsp_dicoccon,Cerealia-type,TRUE
cf. Trollius europaeus,cf_trollius_europaeus,Trollius europaeus,FALSE
cf. Tussilago,cf_tussilago,Tussilago-type,FALSE
cf. Urtica,cf_urtica,Urtica,FALSE
cf. Valeriana,cf_valeriana,Valeriana,FALSE
cf. Verbascum,cf_verbascum,Verbascum,FALSE
cf. Veronica,cf_veronica,Veronica-type,FALSE
cf. Viscum,cf_viscum,Viscum,FALSE
cf. Xanthium,cf_xanthium,Xanthium,FALSE
cf. Xanthium-type,cf_xanthium_type,Ambrosia/Xanthium,FALSE
Chaerophyllum,chaerophyllum,Apiaceae,FALSE
Chaerophyllum-type,chaerophyllum_type,Apiaceae,FALSE
Chaerophyllum hirsutum,chaerophyllum_hirsutum,Chaerophyllum hirsutum-type,FALSE
Chaerophyllum hirsutum-type,chaerophyllum_hirsutum_type,Chaerophyllum hirsutum-type,FALSE
Chaerophyllum temulum,chaerophyllum_temulum,Chaerophyllum hirsutum-type,FALSE
Chamaenerion,chamaenerion,Epilobium,FALSE
Chamaenerion-type,chamaenerion_type,Epilobium,FALSE
Chamaenerion angustifolium,chamaenerion_angustifolium,Epilobium angustifolium-type,FALSE
Chamaenerion angustifolium-type,chamaenerion_angustifolium_type,Epilobium angustifolium-type,FALSE
Chamaenerion fleischeri,chamaenerion_fleischeri,Epilobium angustifolium-type,FALSE
Chamaerops,chamaerops,Chamaerops,FALSE
Chamaerops humilis,chamaerops_humilis,Chamaerops,FALSE
Chelidonium,chelidonium,Chelidonium majus,FALSE
Chelidonium-type,chelidonium_type,Chelidonium majus,FALSE
Chelidonium majus,chelidonium_majus,Chelidonium majus,FALSE
Chenopodiaceae sensu stricto,chenopodiaceae_sensu_stricto,Chenopodiaceae/Amaranthaceae,FALSE
Chenopodium,chenopodium,Chenopodiaceae/Amaranthaceae,FALSE
Chenopodium-type,chenopodium_type,Chenopodiaceae/Amaranthaceae,FALSE
Chenopodium album,chenopodium_album,Chenopodiaceae/Amaranthaceae,FALSE
Chenopodium hybridum,chenopodium_hybridum,Chenopodiaceae/Amaranthaceae,FALSE
Chenopodium polyspermum,chenopodium_polyspermum,Chenopodiaceae/Amaranthaceae,FALSE
Chenopodium rubrum,chenopodium_rubrum,Chenopodiaceae/Amaranthaceae,FALSE
Chrysanthemum-type,chrysanthemum_type,Matricaria-type,FALSE
Chrysosplenium,chrysosplenium,Chrysosplenium,FALSE
Chrysosplenium-type,chrysosplenium_type,Chrysosplenium,FALSE
Chrysosplenium oppositifolium,chrysosplenium_oppositifolium,Chrysosplenium oppositifolium,FALSE
Chrysosplenium undiff.,chrysosplenium_undiff,Chrysosplenium,FALSE
Cichorieae,cichorieae,Compositae subfam. Cichorioideae,FALSE
Cichorioideae,cichorioideae,Compositae subfam. Cichorioideae,FALSE
Cichorioideae-type,cichorioideae_type,Compositae subfam. Cichorioideae,FALSE
Cichorioideae undiff.,cichorioideae_undiff,Compositae subfam. Cichorioideae,FALSE
Cichorium,cichorium,Crepis-type,FALSE
Cichorium-type,cichorium_type,Crepis-type,FALSE
Cicuta virosa,cicuta_virosa,Cicuta virosa,FALSE
Circaea,circaea,Circaea,FALSE
Circaea lutetiana-type,circaea_lutetiana_type,Circaea,FALSE
Cirsium,cirsium,Cirsium,FALSE
Cirsium-type,cirsium_type,Cynareae,FALSE
Cirsium spinosissimum,cirsium_spinosissimum,Cirsium,FALSE
Cirsium/Carduus,cirsium_carduus,Cynareae,FALSE
Cirsium/Carduus-type,cirsium_carduus_type,Cynareae,FALSE
Cirsium/Gundelia,cirsium_gundelia,Cynareae,FALSE
Cistaceae,cistaceae,Cistaceae,FALSE
Cistus,cistus,Cistus,FALSE
Cistus-type,cistus_type,Cistus,FALSE
Cistus albidus-type,cistus_albidus_type,Cistus albidus-type,FALSE
Cistus ladanifer-type,cistus_ladanifer_type,Cistus ladanifer-type,FALSE
Cistus monspeliensis,cistus_monspeliensis,Cistus monspeliensis-type,FALSE
Cistus salviifolius,cistus_salviifolius,Cistus salvifolius,FALSE
Citrus,citrus,Citrus,FALSE
Clematis,clematis,Clematis,FALSE
Clematis-type,clematis_type,Clematis,FALSE
Clusiaceae,clusiaceae,Hypericum,FALSE
Colchicum,colchicum,Colchicum-type,FALSE
Colchicum-type,colchicum_type,Colchicum-type,FALSE
Colchicum autumnale-type,colchicum_autumnale_type,Colchicum-type,FALSE
Colchicum montanum,colchicum_montanum,Merendera pyrenaica,FALSE
Comarum-type,comarum_type,Potentilla-type,FALSE
Coniferae-type,coniferae_type,Aster-type,FALSE
Coniferae (saccate),coniferae_saccate,Aster-type,FALSE
Coniferae undiff.,coniferae_undiff,Aster-type,FALSE
Conium-type,conium_type,Apiaceae,FALSE
Conium maculatum,conium_maculatum,Conium maculatum,FALSE
Conium maculatum-type,conium_maculatum_type,Conium maculatum,FALSE
Conopodium-type,conopodium_type,Apiaceae,FALSE
Consolida,consolida,Consolida-type,FALSE
Consolida-type,consolida_type,Consolida-type,FALSE
Consolida regalis-type,consolida_regalis_type,Consolida-type,FALSE
Convallaria,convallaria,Convallaria majalis,FALSE
Convallaria-type,convallaria_type,Convallaria-type,FALSE
Convallaria majalis,convallaria_majalis,Convallaria majalis,FALSE
Convolvulaceae,convolvulaceae,Convolvulaceae,FALSE
Convolvulaceae undiff.,convolvulaceae_undiff,Convolvulaceae,FALSE
Convolvulus,convolvulus,Convolvulus,FALSE
Convolvulus-type,convolvulus_type,Convolvulus,FALSE
Convolvulus arvensis,convolvulus_arvensis,Convolvulus,FALSE
Convolvulus arvensis-type,convolvulus_arvensis_type,Convolvulus arvensis-type,FALSE
Coriaria,coriaria,Coriaria myrtifolia,FALSE
Cornaceae,cornaceae,Cornus,FALSE
Cornus,cornus,Cornus,FALSE
Cornus cf. C. suecica,cornus_cf_c_suecica,Cornus,FALSE
Cornus mas,cornus_mas,Cornus mas,FALSE
Cornus mas-type,cornus_mas_type,Cornus mas-type,FALSE
Cornus mas/C. suecica,cornus_mas_c_suecica,Cornus mas-type,FALSE
Cornus sanguinea,cornus_sanguinea,Cornus sanguinea-type,FALSE
Cornus sanguinea-type,cornus_sanguinea_type,Cornus sanguinea-type,FALSE
Cornus subg. Thelycrania,cornus_subg_thelycrania,Cornus sanguinea-type,FALSE
Cornus suecica,cornus_suecica,Cornus suecica,FALSE
Cornus suecica-type,cornus_suecica_type,Cornus mas-type,FALSE
Cornus suecica (thick wall),cornus_suecica_thick_wall,Cornus suecica,FALSE
Cornus undiff.,cornus_undiff,Cornus,FALSE
Coronilla,coronilla,Coronilla-type,FALSE
Coronilla-type,coronilla_type,Coronilla-type,FALSE
Corrigiola litoralis,corrigiola_litoralis,Corrigiola litoralis,FALSE
Corrigiola litoralis-type,corrigiola_litoralis_type,Corrigiola litoralis,FALSE
Corrigiola telephiifolia-type,corrigiola_telephiifolia_type,Corrigiola telephiifolia,FALSE
Corydalis,corydalis,Corydalis,FALSE
Corydalis cava-type,corydalis_cava_type,Corydalis solida-type,FALSE
Corydalis pumila-type,corydalis_pumila_type,Corydalis solida-type,FALSE
Corydalis solida-type,corydalis_solida_type,Corydalis solida-type,FALSE
corylus,corylus,Corylus,FALSE
Corylus-type,corylus_type,Corylus/Myrica,FALSE
Corylus avellana,corylus_avellana,Corylus,FALSE
Corylus avellana-type,corylus_avellana_type,Corylus,FALSE
Corylus/Myrica,corylus_myrica,Corylus/Myrica,FALSE
Cotinus-type,cotinus_type,Rhus/Cotinus,FALSE
Cotinus coggygria,cotinus_coggygria,Cotinus coggygria,FALSE
Cousinia,cousinia,Cousinia,FALSE
Crassula,crassula,Umbilicus-type,FALSE
Crassulaceae,crassulaceae,Crassulaceae,FALSE
Crassulaceae undiff.,crassulaceae_undiff,Crassulaceae,FALSE
Crataegus,crataegus,Crataegus,FALSE
Crataegus-type,crataegus_type,Prunus-type,FALSE
Crataegus monogyna,crataegus_monogyna,Crataegus,FALSE
Crataegus monogyna-type,crataegus_monogyna_type,Crataegus,FALSE
Crepis,crepis,Crepis-type,FALSE
Crepis-type,crepis_type,Crepis-type,FALSE
Crepis aurea,crepis_aurea,Crepis-type,FALSE
Crepis paludosa,crepis_paludosa,Crepis-type,FALSE
Crocus,crocus,Crocus,FALSE
Crocus vernus,crocus_vernus,Crocus vernus,FALSE
Crupina-type,crupina_type,Crupina,FALSE
Cryptomeria,cryptomeria,Cryptomeria-type,FALSE
Cupressaceae,cupressaceae,Juniperus-type,FALSE
Cuscuta,cuscuta,Cuscuta,FALSE
Cuscuta europaea-type,cuscuta_europaea_type,Cuscuta europaea-type,FALSE
Cuscuta lupuliformis,cuscuta_lupuliformis,Cuscuta lupuliformis,FALSE
Cyclamen purpurascens,cyclamen_purpurascens,Cyclamen purpurascens,FALSE
Cynoglossum,cynoglossum,Cynoglossum-type,FALSE
Cynoglossum-type,cynoglossum_type,Cynoglossum-type,FALSE
Cynoglossum officinale-type,cynoglossum_officinale_type,Cynoglossum-type,FALSE
Cyperaceae,cyperaceae,Cyperaceae,FALSE
Cyperaceae undiff.,cyperaceae_undiff,Cyperaceae,FALSE
Cyperus,cyperus,Cyperus,FALSE
Cyperus-type,cyperus_type,Cyperus,FALSE
Cyperus capitatus,cyperus_capitatus,Cyperus,FALSE
Cyperus longus-type,cyperus_longus_type,Cyperus,FALSE
Cytisus,cytisus,Genista-type,FALSE
Cytisus-type,cytisus_type,Cytisus-type,FALSE
Cytisus grandiflorus,cytisus_grandiflorus,Genista-type,FALSE
Cytisus scoparius,cytisus_scoparius,Genista-type,FALSE
Cytisus/Genista-type,cytisus_genista_type,Genista-type,FALSE
Dactylis-type,dactylis_type,Poaceae,FALSE
Daphne,daphne,Daphne,FALSE
Daphne-type,daphne_type,Daphne,FALSE
Daphne oleoides,daphne_oleoides,Daphne,FALSE
Datura stramonium,datura_stramonium,Datura stramonium,FALSE
Daucus,daucus,Daucus,FALSE
Daucus-type,daucus_type,Apiaceae,FALSE
Daucus carota,daucus_carota,Daucus,FALSE
Daucus carota-type,daucus_carota_type,Daucus,FALSE
Delphinium,delphinium,Consolida-type,FALSE
Delphinium-type,delphinium_type,Consolida-type,FALSE
Delphinium ambiguum,delphinium_ambiguum,Consolida-type,FALSE
Deschampsia,deschampsia,Poaceae,FALSE
Descurainia sophia,descurainia_sophia,Brassicaceae,FALSE
Descurainia sophia-type,descurainia_sophia_type,Brassicaceae,FALSE
Dianthus,dianthus,Dianthus/Petrorhaghia,FALSE
Dianthus-type,dianthus_type,Dianthus/Petrorhaghia,FALSE
Dianthus lusitanus-type,dianthus_lusitanus_type,Dianthus/Petrorhaghia,FALSE
Dianthus superbus-type,dianthus_superbus_type,Dianthus/Petrorhaghia,FALSE
Diapensia,diapensia,Diapensia lapponica,FALSE
Diapensia lapponica,diapensia_lapponica,Diapensia lapponica,FALSE
Dictamnus albus,dictamnus_albus,Dictamnus albus,FALSE
Digitalis,digitalis,Digitalis,FALSE
Digitalis-type,digitalis_type,Digitalis-type,FALSE
Digitalis purpurea-type,digitalis_purpurea_type,Digitalis,FALSE
Dioscorea,dioscorea,Tamus communis,FALSE
Dioscorea communis,dioscorea_communis,Tamus communis,FALSE
Dipsacoideae,dipsacoideae,Dipsacoideae,FALSE
Dipsacoideae undiff.,dipsacoideae_undiff,Dipsacoideae,FALSE
Dipsacus,dipsacus,Dipsacus-type,FALSE
Dipsacus-type,dipsacus_type,Dipsacus-type,FALSE
Dipsacus fullonum-type,dipsacus_fullonum_type,Dipsacus fullonum-type,FALSE
Dorycnium,dorycnium,Dorycnium,FALSE
Dorycnium-type,dorycnium_type,Dorycnium,FALSE
Draba-type,draba_type,Brassicaceae,FALSE
Droseraceae,droseraceae,Drosera,FALSE
Dryas,dryas,Dryas octopetala,FALSE
Dryas-type,dryas_type,Dryas octopetala,FALSE
Dryas octopetala,dryas_octopetala,Dryas octopetala,FALSE
Echinops,echinops,Echinops,FALSE
Echium,echium,Echium,FALSE
Echium-type,echium_type,Echium/Onosma,FALSE
Echium vulgare,echium_vulgare,Echium,FALSE
Echium vulgare-type,echium_vulgare_type,Echium,FALSE
Elymus,elymus,Hordeum-type,FALSE
Elymus-type,elymus_type,Hordeum-type,FALSE
Empetrum,empetrum,Empetrum nigrum,FALSE
Empetrum-type,empetrum_type,Empetrum/Ledum,FALSE
Empetrum cf. E. nigrum,empetrum_cf_e_nigrum,Empetrum nigrum,FALSE
Empetrum hermaphroditum,empetrum_hermaphroditum,Empetrum nigrum,FALSE
Empetrum nigrum,empetrum_nigrum,Empetrum nigrum,FALSE
Empetrum/Rhododendron subsect. Ledum,empetrum_rhododendron_subsect_ledum,Empetrum/Ledum,FALSE
Engelhardia-type,engelhardia_type,Engelhardtia,FALSE
Ephedra,ephedra,Ephedra,FALSE
Ephedra (undiff.),ephedra_undiff,Ephedra,FALSE
Ephedra cf. E. foeminea,ephedra_cf_e_foeminea,Ephedra fragilis-type,FALSE
Ephedra cf. E. fragilis,ephedra_cf_e_fragilis,Ephedra fragilis-type,FALSE
Ephedra distachya,ephedra_distachya,Ephedra distachya-type,FALSE
Ephedra distachya-type,ephedra_distachya_type,Ephedra distachya-type,FALSE
Ephedra distachya subsp. helvetica-type,ephedra_distachya_subsp_helvetica_type,Ephedra distachya-type,FALSE
Ephedra foeminea,ephedra_foeminea,Ephedra fragilis-type,FALSE
Ephedra foeminea-type,ephedra_foeminea_type,Ephedra fragilis-type,FALSE
Ephedra fragilis,ephedra_fragilis,Ephedra fragilis-type,FALSE
Ephedra fragilis-type,ephedra_fragilis_type,Ephedra fragilis-type,FALSE
Ephedra major,ephedra_major,Ephedra distachya-type,FALSE
Ephedra strobilacea-type,ephedra_strobilacea_type,Ephedra strobilacea,FALSE
Epilobium,epilobium,Epilobium,FALSE
Epilobium-type,epilobium_type,Epilobium,FALSE
Epimedium,epimedium,Epimedium,FALSE
Epipactis,epipactis,Epipactis,FALSE
Epipactis palustris,epipactis_palustris,Epipactis,FALSE
Epipactis palustris-type,epipactis_palustris_type,Epipactis,FALSE
Eranthis hyemalis,eranthis_hyemalis,Eranthis hyemalis,FALSE
Erica,erica,Erica,FALSE
Erica-type,erica_type,Erica,FALSE
Erica arborea,erica_arborea,Erica arborea-type,FALSE
Erica arborea-type,erica_arborea_type,Erica arborea-type,FALSE
Erica australis,erica_australis,Erica ciliaris-type,FALSE
Erica australis-type,erica_australis_type,Erica ciliaris-type,FALSE
Erica cf. E. tetralix,erica_cf_e_tetralix,Erica,FALSE
Erica ciliaris,erica_ciliaris,Erica ciliaris-type,FALSE
Erica ciliaris-type,erica_ciliaris_type,Erica ciliaris-type,FALSE
Erica cinerea,erica_cinerea,Erica cinerea,FALSE
Erica cinerea/E. tetralix,erica_cinerea_e_tetralix,Erica,FALSE
Erica tetralix,erica_tetralix,Erica tetralix-type,FALSE
Erica tetralix-type,erica_tetralix_type,Erica tetralix-type,FALSE
Erica umbellata,erica_umbellata,Erica umbellata,FALSE
Erica umbellata-type,erica_umbellata_type,Erica umbellata,FALSE
Erica undiff.,erica_undiff,Erica,FALSE
Ericaceae,ericaceae,Ericales (tetrads),FALSE
Ericaceae-type,ericaceae_type,Ericales (tetrads),FALSE
Ericaceae cf. Calluna,ericaceae_cf_calluna,Ericales (tetrads),FALSE
Ericaceae cf. Cassiope,ericaceae_cf_cassiope,Ericales (tetrads),FALSE
Ericaceae undiff.,ericaceae_undiff,Ericales (tetrads),FALSE
Ericales,ericales,Ericales (tetrads),FALSE
Ericales (tetrad),ericales_tetrad,Ericales (tetrads),FALSE
Ericales undiff.,ericales_undiff,Ericales (tetrads),FALSE
Ericoideae,ericoideae,Ericales (tetrads),FALSE
Erigeron,erigeron,Gnaphalium-type,FALSE
Erodium,erodium,Erodium,FALSE
Erodium cicutarium-type,erodium_cicutarium_type,Erodium,FALSE
Eryngium,eryngium,Eryngium,FALSE
Eryngium-type,eryngium_type,Apiaceae,FALSE
Eryngium campestre,eryngium_campestre,Eryngium campestre,FALSE
Eryngium campestre-type,eryngium_campestre_type,Eryngium,FALSE
Eucalyptus,eucalyptus,Eucalyptus,FALSE
Euonymus,euonymus,Euonymus,FALSE
Euonymus europaeus,euonymus_europaeus,Euonymus,FALSE
Eupatorium,eupatorium,Aster-type,FALSE
Eupatorium-type,eupatorium_type,Aster-type,FALSE
Eupatorium cannabinum-type,eupatorium_cannabinum_type,Aster-type,FALSE
Euphorbia,euphorbia,Euphorbia,FALSE
Euphorbia cf. E. palustris,euphorbia_cf_e_palustris,Euphorbia,FALSE
Euphorbiaceae,euphorbiaceae,Euphorbiaceae,FALSE
Euphorbiaceae cf. Mercurialis,euphorbiaceae_cf_mercurialis,Euphorbiaceae,FALSE
Euphorbiaceae undiff.,euphorbiaceae_undiff,Euphorbiaceae,FALSE
Euphrasia,euphrasia,Rhinanthus-type,FALSE
Euphrasia-type,euphrasia_type,Rhinanthus-type,FALSE
Fabaceae,fabaceae,Fabaceae,FALSE
Fabaceae pro parte,fabaceae_pro_parte,Fabaceae,FALSE
Fabaceae Undiff,fabaceae_undiff,Fabaceae,FALSE
Faboideae,faboideae,Fabaceae,FALSE
Faboideae undiff.,faboideae_undiff,Fabaceae,FALSE
Fagopyrum,fagopyrum,Fagopyrum,FALSE
Fagopyrum-type,fagopyrum_type,Fagopyrum,FALSE
Fagopyrum esculentum,fagopyrum_esculentum,Fagopyrum esculentum,FALSE
Fagopyrum tataricum,fagopyrum_tataricum,Fagopyrum tataricum,FALSE
Fagopyrum undiff.,fagopyrum_undiff,Fagopyrum,FALSE
Fagus,fagus,Fagus,FALSE
Fagus sylvatica,fagus_sylvatica,Fagus,FALSE
Falcaria,falcaria,Falcaria-type,FALSE
Falcaria-type,falcaria_type,Falcaria-type,FALSE
Falcaria vulgaris,falcaria_vulgaris,Falcaria-type,FALSE
Falcaria vulgaris-type,falcaria_vulgaris_type,Falcaria-type,FALSE
Fallopia,fallopia,Fallopia,FALSE
Fallopia cf. F. convolvulus,fallopia_cf_f_convolvulus,Fallopia,FALSE
Fallopia convolvulus,fallopia_convolvulus,Fallopia,FALSE
Fallopia convolvulus-type,fallopia_convolvulus_type,Fallopia,FALSE
Fallopia convolvulus/F. dumetorum,fallopia_convolvulus_f_dumetorum,Fallopia,FALSE
Fedia cornucopiae,fedia_cornucopiae,Fedia cornucopiae,FALSE
Festuca,festuca,Poaceae,FALSE
Festuca-type,festuca_type,Poaceae,FALSE
Ficaria verna-type,ficaria_verna_type,Ranunculus ficaria,FALSE
Ficus,ficus,Ficus carica,FALSE
Ficus carica,ficus_carica,Ficus carica,FALSE
Filago-type,filago_type,Gnaphalium-type,FALSE
Filipendula,filipendula,Filipendula,FALSE
Filipendula-type,filipendula_type,Filipendula,FALSE
Filipendula ulmaria,filipendula_ulmaria,Filipendula,FALSE
Filipendula vulgaris,filipendula_vulgaris,Filipendula,FALSE
Filipendula vulgaris-type,filipendula_vulgaris_type,Filipendula,FALSE
Foeniculum-type,foeniculum_type,Foeniculum-type,FALSE
Foeniculum vulgare,foeniculum_vulgare,Foeniculum vulgare,FALSE
Frangula,frangula,Frangula alnus,FALSE
Frangula alnus,frangula_alnus,Frangula alnus,FALSE
Fraxinus,fraxinus,Fraxinus excelsior-type,FALSE
Fraxinus angustifolia,fraxinus_angustifolia,Fraxinus angustifolia,FALSE
Fraxinus angustifolia-type,fraxinus_angustifolia_type,Fraxinus angustifolia,FALSE
Fraxinus excelsior,fraxinus_excelsior,Fraxinus excelsior-type,FALSE
Fraxinus excelsior-type,fraxinus_excelsior_type,Fraxinus excelsior-type,FALSE
Fraxinus ornus,fraxinus_ornus,Fraxinus ornus,FALSE
Fraxinus undiff.,fraxinus_undiff,Fraxinus,FALSE
Fritillaria-type,fritillaria_type,Fritillaria,FALSE
Fritillaria lusitanica,fritillaria_lusitanica,Fritillaria,FALSE
Fumana,fumana,Fumana,FALSE
Fumana-type,fumana_type,Fumana,FALSE
Fumaria,fumaria,Fumaria,FALSE
Gagea,gagea,Gagea/Tulipa,FALSE
Gagea-type,gagea_type,Gagea/Tulipa,FALSE
Gagea nevadensis,gagea_nevadensis,Gagea/Tulipa,FALSE
Gagea/Tulipa,gagea_tulipa,Gagea/Tulipa,FALSE
Galanthus-type,galanthus_type,Leucojum-type,FALSE
Galeopsis,galeopsis,Galeopsis-type,FALSE
Galeopsis-type,galeopsis_type,Galeopsis-type,FALSE
Galium,galium,Rubiaceae,FALSE
Galium-type,galium_type,Rubiaceae,FALSE
Genista,genista,Genista-type,FALSE
Genista-type,genista_type,Genista-type,FALSE
Gentiana,gentiana,Gentiana,FALSE
Gentiana-type,gentiana_type,Gentianaceae,FALSE
Gentiana asclepiadea-type,gentiana_asclepiadea_type,Gentiana pneumonanthe-type,FALSE
Gentiana campestris,gentiana_campestris,Gentianella campestris-type,FALSE
Gentiana cf. G. pneumonanthe,gentiana_cf_g_pneumonanthe,Gentiana,FALSE
Gentiana lutea,gentiana_lutea,Gentiana pneumonanthe-type,FALSE
Gentiana lutea/G. pneumonanthe,gentiana_lutea_g_pneumonanthe,Gentiana lutea/G. pneumonanthe,FALSE
Gentiana nivalis,gentiana_nivalis,Gentiana nivalis,FALSE
Gentiana nivalis-type,gentiana_nivalis_type,Gentiana nivalis,FALSE
Gentiana pneumonanthe,gentiana_pneumonanthe,Gentiana pneumonanthe-type,FALSE
Gentiana pneumonanthe-type,gentiana_pneumonanthe_type,Gentiana pneumonanthe-type,FALSE
Gentiana punctata,gentiana_punctata,Gentiana pneumonanthe-type,FALSE
Gentiana purpurea,gentiana_purpurea,Gentiana purpurea,FALSE
Gentiana purpurea-type,gentiana_purpurea_type,Gentiana pneumonanthe-type,FALSE
Gentiana verna,gentiana_verna,Gentiana verna,FALSE
Gentiana verna-type,gentiana_verna_type,Gentianella campestris-type,FALSE
Gentianaceae,gentianaceae,Gentianaceae,FALSE
Gentianaceae undiff,gentianaceae_undiff,Gentianaceae,FALSE
Gentianella,gentianella,Gentianella campestris-type,FALSE
Gentianella-type,gentianella_type,Gentianella campestris-type,FALSE
